file: /dev/rdsk/c1t5000CCA0805CC741d0s2
size: 0x1177082f400
buffer size: 8192
writers: 2
readers: 0
using initial write LBA: 0x8bb8416000
                TIME  NREADS RDLATus  NWRITE WRLATus          WRLBA WR
2017-11-03T20:46:47Z       0       0 24582328      91 0x00ba9b58a000  0
2017-11-03T20:46:48Z       0       0 24603017      91 0x00baa572c000  0
2017-11-03T20:46:49Z       0       0 24624436      91 0x00baafe82000  0
2017-11-03T20:46:50Z       0       0 24645109      91 0x00baba004000  0
2017-11-03T20:46:51Z       0       0 24666314      91 0x00bac45ae000  0
2017-11-03T20:46:52Z       0       0 24686827      91 0x00bace5f0000  0
2017-11-03T20:46:53Z       0       0 24707773      91 0x00bad8994000  0
2017-11-03T20:46:54Z       0       0 24729651      91 0x00bae3480000  0
2017-11-03T20:46:55Z       0       0 24751528      91 0x00baedf6a000  0
2017-11-03T20:46:56Z       0       0 24771727      91 0x00baf7d38000  0
2017-11-03T20:46:57Z       0       0 24792124      91 0x00bb01c92000  0
2017-11-03T20:46:58Z       0       0 24812796      91 0x00bb0be12000  0
2017-11-03T20:46:59Z       0       0 24834412      91 0x00bb166f2000  0
2017-11-03T20:47:00Z       0       0 24855923      91 0x00bb20f00000  0
2017-11-03T20:47:01Z       0       0 24876526      91 0x00bb2aff6000  0
2017-11-03T20:47:02Z       0       0 24897039      91 0x00bb35038000  0
2017-11-03T20:47:03Z       0       0 24917766      91 0x00bb3f226000  0
2017-11-03T20:47:04Z       0       0 24939308      91 0x00bb49a72000  0
2017-11-03T20:47:05Z       0       0 24960850      91 0x00bb542be000  0
2017-11-03T20:47:06Z       0       0 24981369      91 0x00bb5e30c000  0
2017-11-03T20:47:07Z       0       0 25001883      91 0x00bb68350000  0
2017-11-03T20:47:08Z       0       0 25022764      91 0x00bb72672000  0
2017-11-03T20:47:09Z       0       0 25044517      91 0x00bb7d064000  0
2017-11-03T20:47:10Z       0       0 25065647      91 0x00bb87578000  0
2017-11-03T20:47:11Z       0       0 25086206      91 0x00bb91616000  0
2017-11-03T20:47:12Z       0       0 25106719      91 0x00bb9b658000  0
2017-11-03T20:47:13Z       0       0 25127282      91 0x00bba56fe000  0
2017-11-03T20:47:14Z       0       0 25149035      91 0x00bbb00f0000  0
2017-11-03T20:47:15Z       0       0 25170540      91 0x00bbba8f2000  0
2017-11-03T20:47:16Z       0       0 25190877      91 0x00bbc47d4000  0
2017-11-03T20:47:17Z       0       0 25211393      91 0x00bbce81c000  0
2017-11-03T20:47:18Z       0       0 25232065      91 0x00bbd899c000  0
2017-11-03T20:47:19Z       0       0 25253607      91 0x00bbe31e8000  0
2017-11-03T20:47:20Z       0       0 25274901      91 0x00bbed844000  0
2017-11-03T20:47:21Z       0       0 25295379      91 0x00bbf7840000  0
2017-11-03T20:47:22Z       0       0 25315892      91 0x00bc01882000  0
2017-11-03T20:47:23Z       0       0 25336632      91 0x00bc0ba8a000  0
2017-11-03T20:47:24Z       0       0 25358511      91 0x00bc16578000  0
2017-11-03T20:47:25Z       0       0 25380265      91 0x00bc20f6c000  0
2017-11-03T20:47:26Z       0       0 25400914      91 0x00bc2b0be000  0
2017-11-03T20:47:27Z       0       0 25421428      91 0x00bc35102000  0
2017-11-03T20:47:28Z       0       0 25442273      91 0x00bc3f3dc000  0
2017-11-03T20:47:29Z       0       0 25464151      91 0x00bc49ec8000  0
2017-11-03T20:47:30Z       0       0 25486028      91 0x00bc549b2000  0
2017-11-03T20:47:31Z       0       0 25506528      91 0x00bc5e9da000  0
2017-11-03T20:47:32Z       0       0 25527041      91 0x00bc68a1c000  0
2017-11-03T20:47:33Z       0       0 25547629      91 0x00bc72af4000  0
2017-11-03T20:47:34Z       0       0 25569048      91 0x00bc7d24a000  0
2017-11-03T20:47:35Z       0       0 25590466      91 0x00bc8799e000  0
2017-11-03T20:47:36Z       0       0 25611027      91 0x00bc91a40000  0
