file: /dev/rdsk/c1t50000397384389A2d0s2
size: 0x1177082f400
buffer size: 8192
writers: 2
readers: 0
using initial write LBA: 0x8bb8416000
                TIME  NREADS RDLATus  NWRITE WRLATus          WRLBA WR
2017-11-03T20:26:43Z       0       0  997175     143 0x008d9f288000  0
2017-11-03T20:26:44Z       0       0 1004470     144 0x008da2b86000  0
2017-11-03T20:26:45Z       0       0 1011634     145 0x008da637e000  0
2017-11-03T20:26:46Z       0       0 1018782     146 0x008da9b56000  0
2017-11-03T20:26:47Z       0       0 1025936     147 0x008dad33a000  0
2017-11-03T20:26:48Z       0       0 1033336     148 0x008db0d0a000  0
2017-11-03T20:26:49Z       0       0 1040733     149 0x008db46d4000  0
2017-11-03T20:26:50Z       0       0 1048119     149 0x008db8088000  0
2017-11-03T20:26:51Z       0       0 1055491     150 0x008dbba20000  0
2017-11-03T20:26:52Z       0       0 1062858     151 0x008dbf3ae000  0
2017-11-03T20:26:53Z       0       0 1070195     152 0x008dc2d00000  0
2017-11-03T20:26:54Z       0       0 1077537     153 0x008dc665c000  0
2017-11-03T20:26:55Z       0       0 1084887     153 0x008dc9fc8000  0
2017-11-03T20:26:56Z       0       0 1092225     154 0x008dcd91c000  0
2017-11-03T20:26:57Z       0       0 1099563     155 0x008dd1270000  0
2017-11-03T20:26:58Z       0       0 1106892     156 0x008dd4bb2000  0
2017-11-03T20:26:59Z       0       0 1114248     157 0x008dd852a000  0
2017-11-03T20:27:00Z       0       0 1121579     157 0x008ddbe70000  0
2017-11-03T20:27:01Z       0       0 1128901     158 0x008ddf7a4000  0
2017-11-03T20:27:02Z       0       0 1136213     159 0x008de30c4000  0
2017-11-03T20:27:03Z       0       0 1143540     160 0x008de6a02000  0
2017-11-03T20:27:04Z       0       0 1150865     160 0x008dea33c000  0
2017-11-03T20:27:05Z       0       0 1158162     161 0x008dedc3e000  0
2017-11-03T20:27:06Z       0       0 1165465     162 0x008df154c000  0
2017-11-03T20:27:07Z       0       0 1172768     162 0x008df4e5a000  0
2017-11-03T20:27:08Z       0       0 1180084     163 0x008df8782000  0
2017-11-03T20:27:09Z       0       0 1187368     164 0x008dfc06a000  0
2017-11-03T20:27:10Z       0       0 1194607     164 0x008dff8f8000  0
2017-11-03T20:27:11Z       0       0 1201829     165 0x008e03164000  0
2017-11-03T20:27:12Z       0       0 1209063     166 0x008e069e8000  0
2017-11-03T20:27:13Z       0       0 1216292     166 0x008e0a262000  0
2017-11-03T20:27:14Z       0       0 1223519     167 0x008e0dad8000  0
2017-11-03T20:27:15Z       0       0 1230798     168 0x008e113b6000  0
2017-11-03T20:27:16Z       0       0 1238028     168 0x008e14c32000  0
2017-11-03T20:27:17Z       0       0 1245216     169 0x008e1845a000  0
2017-11-03T20:27:18Z       0       0 1252438     169 0x008e1bcc6000  0
2017-11-03T20:27:19Z       0       0 1259678     170 0x008e1f556000  0
2017-11-03T20:27:20Z       0       0 1266919     171 0x008e22de8000  0
2017-11-03T20:27:21Z       0       0 1274163     171 0x008e26680000  0
2017-11-03T20:27:22Z       0       0 1281376     172 0x008e29eda000  0
2017-11-03T20:27:23Z       0       0 1288594     172 0x008e2d73e000  0
2017-11-03T20:27:24Z       0       0 1295835     173 0x008e30fd0000  0
2017-11-03T20:27:25Z       0       0 1303059     174 0x008e34840000  0
2017-11-03T20:27:26Z       0       0 1310287     174 0x008e380b8000  0
2017-11-03T20:27:27Z       0       0 1317512     175 0x008e3b92a000  0
2017-11-03T20:27:28Z       0       0 1324740     175 0x008e3f1a2000  0
2017-11-03T20:27:29Z       0       0 1331970     176 0x008e42a1e000  0
2017-11-03T20:27:30Z       0       0 1339181     176 0x008e46274000  0
2017-11-03T20:27:31Z       0       0 1346381     177 0x008e49ab4000  0
2017-11-03T20:27:32Z       0       0 1353580     177 0x008e4d2f2000  0
2017-11-03T20:27:33Z       0       0 1360780     178 0x008e50b32000  0
2017-11-03T20:27:34Z       0       0 1367950     178 0x008e54336000  0
2017-11-03T20:27:35Z       0       0 1375142     179 0x008e57b66000  0
2017-11-03T20:27:36Z       0       0 1382336     179 0x008e5b39a000  0
2017-11-03T20:27:37Z       0       0 1389521     180 0x008e5ebbc000  0
2017-11-03T20:27:38Z       0       0 1396633     180 0x008e6234c000  0
2017-11-03T20:27:39Z       0       0 1403363     181 0x008e657e0000  0
2017-11-03T20:27:40Z       0       0 1410324     182 0x008e68e42000  0
2017-11-03T20:27:41Z       0       0 1417309     182 0x008e6c4d4000  0
2017-11-03T20:27:42Z       0       0 1424415     183 0x008e6fc58000  0
2017-11-03T20:27:43Z       0       0 1431591     183 0x008e73468000  0
2017-11-03T20:27:44Z       0       0 1438754     184 0x008e76c5e000  0
2017-11-03T20:27:45Z       0       0 1445894     184 0x008e7a426000  0
2017-11-03T20:27:46Z       0       0 1453041     184 0x008e7dbfc000  0
2017-11-03T20:27:47Z       0       0 1460170     185 0x008e813ae000  0
2017-11-03T20:27:48Z       0       0 1467259     185 0x008e84b10000  0
2017-11-03T20:27:49Z       0       0 1474243     186 0x008e881a0000  0
2017-11-03T20:27:50Z       0       0 1481242     186 0x008e8b84e000  0
2017-11-03T20:27:51Z       0       0 1488283     187 0x008e8ef50000  0
2017-11-03T20:27:52Z       0       0 1495366     187 0x008e926a6000  0
2017-11-03T20:27:53Z       0       0 1502472     188 0x008e95e2a000  0
2017-11-03T20:27:54Z       0       0 1509560     188 0x008e9958a000  0
2017-11-03T20:27:55Z       0       0 1516623     189 0x008e9ccb8000  0
2017-11-03T20:27:56Z       0       0 1523661     189 0x008ea03b4000  0
2017-11-03T20:27:57Z       0       0 1530678     189 0x008ea3a86000  0
2017-11-03T20:27:58Z       0       0 1537709     190 0x008ea7174000  0
2017-11-03T20:27:59Z       0       0 1544689     190 0x008eaa7fc000  0
2017-11-03T20:28:00Z       0       0 1551682     191 0x008eade9e000  0
2017-11-03T20:28:01Z       0       0 1558687     191 0x008eb1558000  0
2017-11-03T20:28:02Z       0       0 1565687     192 0x008eb4c08000  0
2017-11-03T20:28:03Z       0       0 1579727     191 0x008ebb9b8000  0
2017-11-03T20:28:04Z       0       0 1594516     191 0x008ec2d42000  0
2017-11-03T20:28:05Z       0       0 1609203     190 0x008eca000000  0
2017-11-03T20:28:06Z       0       0 1623860     190 0x008ed1282000  0
2017-11-03T20:28:07Z       0       0 1638438     189 0x008ed8466000  0
2017-11-03T20:28:08Z       0       0 1652999     189 0x008edf628000  0
2017-11-03T20:28:09Z       0       0 1667500     188 0x008ee6772000  0
2017-11-03T20:28:10Z       0       0 1682015     188 0x008eed8d8000  0
2017-11-03T20:28:11Z       0       0 1696464     187 0x008ef49ba000  0
2017-11-03T20:28:12Z       0       0 1710839     187 0x008efba08000  0
2017-11-03T20:28:13Z       0       0 1725156     186 0x008f029e2000  0
2017-11-03T20:28:14Z       0       0 1739489     186 0x008f099dc000  0
2017-11-03T20:28:15Z       0       0 1753585     186 0x008f107fc000  0
2017-11-03T20:28:16Z       0       0 1767247     185 0x008f172b8000  0
2017-11-03T20:28:17Z       0       0 1781148     185 0x008f1df52000  0
2017-11-03T20:28:18Z       0       0 1795356     185 0x008f24e52000  0
2017-11-03T20:28:19Z       0       0 1809509     184 0x008f2bce4000  0
2017-11-03T20:28:20Z       0       0 1823590     184 0x008f32ae6000  0
2017-11-03T20:28:21Z       0       0 1837543     184 0x008f397e8000  0
2017-11-03T20:28:22Z       0       0 1850993     183 0x008f400fc000  0
2017-11-03T20:28:23Z       0       0 1864185     183 0x008f4680c000  0
2017-11-03T20:28:24Z       0       0 1878093     183 0x008f4d4b4000  0
2017-11-03T20:28:25Z       0       0 1892045     183 0x008f541b4000  0
2017-11-03T20:28:26Z       0       0 1905909     182 0x008f5ae04000  0
2017-11-03T20:28:27Z       0       0 1919757     182 0x008f61a34000  0
2017-11-03T20:28:28Z       0       0 1933562     182 0x008f6860e000  0
2017-11-03T20:28:29Z       0       0 1947380     181 0x008f6f202000  0
2017-11-03T20:28:30Z       0       0 1961109     181 0x008f75d44000  0
2017-11-03T20:28:31Z       0       0 1974811     181 0x008f7c850000  0
2017-11-03T20:28:32Z       0       0 1988484     181 0x008f83322000  0
2017-11-03T20:28:33Z       0       0 2002152     180 0x008f89dea000  0
2017-11-03T20:28:34Z       0       0 2015802     180 0x008f9088e000  0
2017-11-03T20:28:35Z       0       0 2029406     180 0x008f972d6000  0
2017-11-03T20:28:36Z       0       0 2042976     180 0x008f9dcda000  0
2017-11-03T20:28:37Z       0       0 2056572     180 0x008fa4712000  0
2017-11-03T20:28:38Z       0       0 2070137     179 0x008fab10c000  0
2017-11-03T20:28:39Z       0       0 2083543     179 0x008fb19c8000  0
2017-11-03T20:28:40Z       0       0 2096837     179 0x008fb81a4000  0
2017-11-03T20:28:41Z       0       0 2110239     179 0x008fbea58000  0
2017-11-03T20:28:42Z       0       0 2123670     179 0x008fc5346000  0
2017-11-03T20:28:43Z       0       0 2137042     178 0x008fcbbbe000  0
2017-11-03T20:28:44Z       0       0 2150428     178 0x008fd2452000  0
2017-11-03T20:28:45Z       0       0 2163827     178 0x008fd8d00000  0
2017-11-03T20:28:46Z       0       0 2177133     178 0x008fdf4f4000  0
2017-11-03T20:28:47Z       0       0 2188928     178 0x008fe511a000  0
2017-11-03T20:28:48Z       0       0 2201971     178 0x008feb700000  0
2017-11-03T20:28:49Z       0       0 2215187     177 0x008ff1e40000  0
2017-11-03T20:28:50Z       0       0 2228075     177 0x008ff82f0000  0
2017-11-03T20:28:51Z       0       0 2240400     177 0x008ffe33a000  0
2017-11-03T20:28:52Z       0       0 2252433     177 0x00900413c000  0
2017-11-03T20:28:53Z       0       0 2265370     177 0x00900a64e000  0
2017-11-03T20:28:54Z       0       0 2278336     177 0x009010b9a000  0
2017-11-03T20:28:55Z       0       0 2291071     177 0x009016f18000  0
2017-11-03T20:28:56Z       0       0 2304047     177 0x00901d478000  0
2017-11-03T20:28:57Z       0       0 2316463     176 0x009023578000  0
2017-11-03T20:28:58Z       0       0 2328872     176 0x00902966a000  0
2017-11-03T20:28:59Z       0       0 2339766     176 0x00902eb86000  0
2017-11-03T20:29:00Z       0       0 2352398     176 0x009034e36000  0
2017-11-03T20:29:01Z       0       0 2365313     176 0x00903b31c000  0
2017-11-03T20:29:02Z       0       0 2377867     176 0x009041530000  0
2017-11-03T20:29:03Z       0       0 2390660     176 0x009047922000  0
2017-11-03T20:29:04Z       0       0 2403206     176 0x00904db26000  0
2017-11-03T20:29:05Z       0       0 2415950     176 0x009053eb6000  0
2017-11-03T20:29:06Z       0       0 2428473     176 0x00905a08c000  0
2017-11-03T20:29:07Z       0       0 2442788     175 0x009061062000  0
2017-11-03T20:29:08Z       0       0 2463660     175 0x00906b372000  0
2017-11-03T20:29:09Z       0       0 2483415     174 0x009074dc8000  0
2017-11-03T20:29:10Z       0       0 2504893     173 0x00907f594000  0
2017-11-03T20:29:11Z       0       0 2526837     173 0x00908a104000  0
2017-11-03T20:29:12Z       0       0 2548664     172 0x009094b8a000  0
2017-11-03T20:29:13Z       0       0 2568413     171 0x00909e5d4000  0
2017-11-03T20:29:14Z       0       0 2589006     171 0x0090a86b6000  0
2017-11-03T20:29:15Z       0       0 2610271     170 0x0090b2cd8000  0
2017-11-03T20:29:16Z       0       0 2631014     170 0x0090bcee6000  0
2017-11-03T20:29:17Z       0       0 2652199     169 0x0090c7468000  0
2017-11-03T20:29:18Z       0       0 2673389     168 0x0090d19f4000  0
2017-11-03T20:29:19Z       0       0 2694125     168 0x0090dbbf4000  0
2017-11-03T20:29:20Z       0       0 2714079     167 0x0090e57d8000  0
2017-11-03T20:29:21Z       0       0 2734223     167 0x0090ef538000  0
2017-11-03T20:29:22Z       0       0 2754960     166 0x0090f973a000  0
2017-11-03T20:29:23Z       0       0 2775697     166 0x00910393c000  0
2017-11-03T20:29:24Z       0       0 2795843     165 0x00910d6a0000  0
2017-11-03T20:29:25Z       0       0 2815918     165 0x009117376000  0
2017-11-03T20:29:26Z       0       0 2836654     164 0x009121576000  0
2017-11-03T20:29:27Z       0       0 2857723     164 0x00912ba10000  0
2017-11-03T20:29:28Z       0       0 2878911     163 0x009135f98000  0
2017-11-03T20:29:29Z       0       0 2899655     163 0x0091401a8000  0
2017-11-03T20:29:30Z       0       0 2914567     163 0x009147628000  0
2017-11-03T20:29:31Z       0       0 2926345     163 0x00914d22c000  0
2017-11-03T20:29:32Z       0       0 2937922     163 0x009152c9e000  0
2017-11-03T20:29:33Z       0       0 2949670     163 0x009158866000  0
2017-11-03T20:29:34Z       0       0 2961205     163 0x00915e284000  0
2017-11-03T20:29:35Z       0       0 2972835     163 0x009163d60000  0
2017-11-03T20:29:36Z       0       0 2984556     163 0x0091698f2000  0
2017-11-03T20:29:37Z       0       0 2996097     163 0x00916f31c000  0
2017-11-03T20:29:38Z       0       0 3007785     163 0x009174e6c000  0
2017-11-03T20:29:39Z       0       0 3019292     163 0x00917a852000  0
2017-11-03T20:29:40Z       0       0 3030697     163 0x00918016c000  0
2017-11-03T20:29:41Z       0       0 3042337     163 0x009185c5c000  0
2017-11-03T20:29:42Z       0       0 3052347     163 0x00918aa90000  0
2017-11-03T20:29:43Z       0       0 3063937     163 0x00919051c000  0
2017-11-03T20:29:44Z       0       0 3075379     163 0x009195e80000  0
2017-11-03T20:29:45Z       0       0 3086952     163 0x00919b8ea000  0
2017-11-03T20:29:46Z       0       0 3098358     163 0x0091a1206000  0
2017-11-03T20:29:47Z       0       0 3109773     163 0x0091a6b34000  0
2017-11-03T20:29:48Z       0       0 3121288     163 0x0091ac52a000  0
2017-11-03T20:29:49Z       0       0 3132606     163 0x0091b1d96000  0
2017-11-03T20:29:50Z       0       0 3144086     163 0x0091b7746000  0
2017-11-03T20:29:51Z       0       0 3161060     163 0x0091bfbe2000  0
2017-11-03T20:29:52Z       0       0 3181458     163 0x0091c9b3e000  0
2017-11-03T20:29:53Z       0       0 3201424     162 0x0091d373a000  0
2017-11-03T20:29:54Z       0       0 3222006     162 0x0091dd806000  0
2017-11-03T20:29:55Z       0       0 3242750     161 0x0091e7a16000  0
2017-11-03T20:29:56Z       0       0 3263336     161 0x0091f1aea000  0
2017-11-03T20:29:57Z       0       0 3283302     161 0x0091fb6e6000  0
2017-11-03T20:29:58Z       0       0 3303825     160 0x00920573c000  0
2017-11-03T20:29:59Z       0       0 3324728     160 0x00920fa8a000  0
2017-11-03T20:30:00Z       0       0 3346127     159 0x00921a1b8000  0
2017-11-03T20:30:01Z       0       0 3366937     159 0x00922444c000  0
2017-11-03T20:30:02Z       0       0 3387806     159 0x00922e756000  0
2017-11-03T20:30:03Z       0       0 3409201     158 0x009238e7c000  0
2017-11-03T20:30:04Z       0       0 3428965     158 0x0092428e4000  0
2017-11-03T20:30:05Z       0       0 3449732     157 0x00924cb22000  0
2017-11-03T20:30:06Z       0       0 3471675     157 0x009257690000  0
2017-11-03T20:30:07Z       0       0 3493626     157 0x00926220e000  0
2017-11-03T20:30:08Z       0       0 3513967     156 0x00926c0f8000  0
2017-11-03T20:30:09Z       0       0 3530480     156 0x0092741fa000  0
2017-11-03T20:30:10Z       0       0 3541292     156 0x009279672000  0
2017-11-03T20:30:11Z       0       0 3552063     156 0x00927ea98000  0
2017-11-03T20:30:12Z       0       0 3562858     156 0x009283eee000  0
2017-11-03T20:30:13Z       0       0 3573639     156 0x009289328000  0
2017-11-03T20:30:14Z       0       0 3584421     157 0x00928e764000  0
2017-11-03T20:30:15Z       0       0 3595128     157 0x009293b0a000  0
2017-11-03T20:30:16Z       0       0 3605871     157 0x009298ef8000  0
2017-11-03T20:30:17Z       0       0 3616567     157 0x00929e288000  0
2017-11-03T20:30:18Z       0       0 3626290     157 0x0092a2e7e000  0
2017-11-03T20:30:19Z       0       0 3637004     157 0x0092a8232000  0
2017-11-03T20:30:20Z       0       0 3647734     157 0x0092ad606000  0
2017-11-03T20:30:21Z       0       0 3658214     157 0x0092b27e6000  0
2017-11-03T20:30:22Z       0       0 3668415     157 0x0092b7798000  0
2017-11-03T20:30:23Z       0       0 3678539     157 0x0092bc6b0000  0
2017-11-03T20:30:24Z       0       0 3689141     157 0x0092c1984000  0
2017-11-03T20:30:25Z       0       0 3699751     158 0x0092c6c68000  0
2017-11-03T20:30:26Z       0       0 3710355     158 0x0092cbf40000  0
2017-11-03T20:30:27Z       0       0 3720833     158 0x0092d111c000  0
2017-11-03T20:30:28Z       0       0 3731342     158 0x0092d6336000  0
2017-11-03T20:30:29Z       0       0 3741718     158 0x0092db446000  0
2017-11-03T20:30:30Z       0       0 3751763     158 0x0092e02c0000  0
2017-11-03T20:30:31Z       0       0 3761770     158 0x0092e50ee000  0
2017-11-03T20:30:32Z       0       0 3772241     158 0x0092ea2bc000  0
2017-11-03T20:30:33Z       0       0 3782712     158 0x0092ef48a000  0
2017-11-03T20:30:34Z       0       0 3793148     158 0x0092f4612000  0
2017-11-03T20:30:35Z       0       0 3803571     158 0x0092f9780000  0
2017-11-03T20:30:36Z       0       0 3814003     159 0x0092fe900000  0
2017-11-03T20:30:37Z       0       0 3824407     159 0x009303a48000  0
2017-11-03T20:30:38Z       0       0 3834808     159 0x009308b8a000  0
2017-11-03T20:30:39Z       0       0 3845259     159 0x00930dd30000  0
2017-11-03T20:30:40Z       0       0 3855701     159 0x009312ec4000  0
2017-11-03T20:30:41Z       0       0 3866132     159 0x009318042000  0
2017-11-03T20:30:42Z       0       0 3876537     159 0x00931d18c000  0
2017-11-03T20:30:43Z       0       0 3886918     159 0x0093222a6000  0
2017-11-03T20:30:44Z       0       0 3897271     159 0x009327388000  0
2017-11-03T20:30:45Z       0       0 3907622     159 0x00932c466000  0
2017-11-03T20:30:46Z       0       0 3917979     159 0x009331550000  0
2017-11-03T20:30:47Z       0       0 3928327     160 0x009336628000  0
2017-11-03T20:30:48Z       0       0 3938643     160 0x00933b6c0000  0
2017-11-03T20:30:49Z       0       0 3948950     160 0x009340746000  0
2017-11-03T20:30:50Z       0       0 3959261     160 0x0093457d4000  0
2017-11-03T20:30:51Z       0       0 3969582     160 0x00934a876000  0
2017-11-03T20:30:52Z       0       0 3979831     160 0x00934f888000  0
2017-11-03T20:30:53Z       0       0 3990125     160 0x0093548f4000  0
2017-11-03T20:30:54Z       0       0 4000394     160 0x00935992e000  0
2017-11-03T20:30:55Z       0       0 4010603     160 0x00935e8f0000  0
2017-11-03T20:30:56Z       0       0 4020820     160 0x0093638c2000  0
2017-11-03T20:30:57Z       0       0 4031041     160 0x00936889c000  0
2017-11-03T20:30:58Z       0       0 4041178     160 0x00936d7ce000  0
2017-11-03T20:30:59Z       0       0 4051304     161 0x0093726ea000  0
2017-11-03T20:31:00Z       0       0 4061413     161 0x0093775e4000  0
2017-11-03T20:31:01Z       0       0 4071503     161 0x00937c4b8000  0
2017-11-03T20:31:02Z       0       0 4081627     161 0x0093813d0000  0
2017-11-03T20:31:03Z       0       0 4091759     161 0x0093862f8000  0
2017-11-03T20:31:04Z       0       0 4101826     161 0x00938b19e000  0
2017-11-03T20:31:05Z       0       0 4111899     161 0x009390050000  0
2017-11-03T20:31:06Z       0       0 4121987     161 0x009394f20000  0
2017-11-03T20:31:07Z       0       0 4131868     161 0x009399c52000  0
2017-11-03T20:31:08Z       0       0 4141460     161 0x00939e742000  0
2017-11-03T20:31:09Z       0       0 4151084     161 0x0093a3272000  0
2017-11-03T20:31:10Z       0       0 4161100     162 0x0093a80b2000  0
2017-11-03T20:31:11Z       0       0 4171091     162 0x0093acec0000  0
2017-11-03T20:31:12Z       0       0 4181078     162 0x0093b1cc6000  0
2017-11-03T20:31:13Z       0       0 4190987     162 0x0093b6a30000  0
2017-11-03T20:31:14Z       0       0 4200923     162 0x0093bb7d0000  0
2017-11-03T20:31:15Z       0       0 4210839     162 0x0093c0548000  0
2017-11-03T20:31:16Z       0       0 4220425     162 0x0093c502c000  0
2017-11-03T20:31:17Z       0       0 4229786     162 0x0093c994e000  0
2017-11-03T20:31:18Z       0       0 4237955     162 0x0093cd920000  0
2017-11-03T20:31:19Z       0       0 4247848     162 0x0093d266a000  0
2017-11-03T20:31:20Z       0       0 4257702     163 0x0093d7366000  0
2017-11-03T20:31:21Z       0       0 4267524     163 0x0093dc022000  0
2017-11-03T20:31:22Z       0       0 4277319     163 0x0093e0ca8000  0
2017-11-03T20:31:23Z       0       0 4287061     163 0x0093e58c4000  0
2017-11-03T20:31:24Z       0       0 4296905     163 0x0093ea5ac000  0
2017-11-03T20:31:25Z       0       0 4306695     163 0x0093ef228000  0
2017-11-03T20:31:26Z       0       0 4316533     163 0x0093f3f04000  0
2017-11-03T20:31:27Z       0       0 4326384     163 0x0093f8bfa000  0
2017-11-03T20:31:28Z       0       0 4336185     163 0x0093fd88c000  0
2017-11-03T20:31:29Z       0       0 4345914     163 0x00940248e000  0
2017-11-03T20:31:30Z       0       0 4355626     163 0x00940706e000  0
2017-11-03T20:31:31Z       0       0 4365360     164 0x00940bc7a000  0
2017-11-03T20:31:32Z       0       0 4375086     164 0x009410876000  0
2017-11-03T20:31:33Z       0       0 4384831     164 0x009415498000  0
2017-11-03T20:31:34Z       0       0 4394525     164 0x00941a054000  0
2017-11-03T20:31:35Z       0       0 4404208     164 0x00941ebfa000  0
2017-11-03T20:31:36Z       0       0 4413943     164 0x009423808000  0
2017-11-03T20:31:37Z       0       0 4423657     164 0x0094283ec000  0
2017-11-03T20:31:38Z       0       0 4433331     164 0x00942cf80000  0
2017-11-03T20:31:39Z       0       0 4443013     164 0x009431b24000  0
2017-11-03T20:31:40Z       0       0 4452635     164 0x009436650000  0
2017-11-03T20:31:41Z       0       0 4462196     164 0x00943b102000  0
2017-11-03T20:31:42Z       0       0 4471737     165 0x00943fb8c000  0
2017-11-03T20:31:43Z       0       0 4481300     165 0x009444642000  0
2017-11-03T20:31:44Z       0       0 4490875     165 0x009449110000  0
2017-11-03T20:31:45Z       0       0 4500484     165 0x00944dc22000  0
2017-11-03T20:31:46Z       0       0 4510088     165 0x00945272a000  0
2017-11-03T20:31:47Z       0       0 4519680     165 0x00945721a000  0
2017-11-03T20:31:48Z       0       0 4529228     165 0x00945bcb2000  0
2017-11-03T20:31:49Z       0       0 4538735     165 0x0094606f8000  0
2017-11-03T20:31:50Z       0       0 4548269     165 0x009465174000  0
2017-11-03T20:31:51Z       0       0 4557805     165 0x009469bf4000  0
2017-11-03T20:31:52Z       0       0 4567371     165 0x00946e6b0000  0
2017-11-03T20:31:53Z       0       0 4576914     166 0x00947313e000  0
2017-11-03T20:31:54Z       0       0 4586442     166 0x009477bae000  0
